urn:cts:perslit:ferdousi.shahname:jamid	ferdousi		shahname	"
جمشید"		
urn:cts:perslit:jami.7ourang:7-1.1	jami		7ourang	"
بخش ۱ - از دفتر اول سلسلةالذهب تقدیس حضرت حق سبحانه تعالی"		لله الحمد قبل کل کلام%به صفات الجلال و الاکرام||هر چه مفهوم عقل و ادراک است%ساحت قدس او از آن پاک است||به هوا و هوس در او نرسی%تا ز لا نگذری به هو نرسی||ای همه قدسیان قدوسی%گرد کوی تو در زمین بوسی!||پرتو روی توست از همه سو%همه را رو به توست از همه رو||قطع این ره به راه‌پیمایی%کی توان گر تو راه ننمایی ؟||بنما ره! که طالب راهیم%ره به سوی تو از تو می‌خواهیم||احدی، لیک مرجع اعداد%واحدی، لیک مجمع اضداد||اولی و تو را بدایت نی%آخری و تو را نهایت نی||ذات تو در سرادقات جلال%از ازل تا ابد به یک منوال||بر تو کس نیست آمر و ناهی%همه آن می‌کنی که می‌خواهی||ای جهانی به کام، از در تو!%کام خواهم نه دام از در تو||به جوار خودم رهی بنمای!%در حریم دلم دری بگشای!||غایب از من، مرا حضوری بخش!%به سروری رسان و نوری بخش!||هر چه غیر از تو، ز آن نفورم کن!%پای تا فرق غرق نورم کن!||چند باشم ز خودپرستی خویش%بند، در تنگنای هستی خویش؟||وارهانم ز ننگ این تنگی!%برسانم به رنگ بی‌رنگی!||می‌پرد مرغ همتم گستاخ%در ریاض امید، شاخ به شاخ||که ز بام تو دانه‌ای چینم%یا ز نامت نشانه‌ای بینم||ای که پیش تو راز پنهانم%آشکارست! تا به کی خوانم||بر تو این نامهٔ پریشانی؟%چون تو حرفا به حرف می‌دانی||چون کند دست قهرمان اجل%طی این نامهٔ خطا و خلل،||ز آب عفوش ورق بشوی نخست!%پس به کلک کرم که در کف توست،||بهر آزادی‌ام برات نویس!%وز خطاها خط نجات نویس!
urn:cts:perslit:jami.7ourang:7-1.20	jami		7ourang	"
بخش ۲۰ - از دفتر سوم سلسلة الذهب در حمد ایزد"		حمد ایزد نه کار توست، ای دل!%هر چه کار تو، بار توست، ای دل!||پشت طاقت به عاجزی خم ده!%و اعترف بالقصور عن حمده!
urn:cts:perslit:jami.7ourang:7-1.21	jami		7ourang	"
بخش ۲۱"		بود در مرو شاه جان زالی%همچون زال جهان کهنسالی||روزی آمد ز خنجر ستمی%بر وی از یک دو لشکری المی||از تظلم زبان چو خنجر کرد%روی در رهگذار سنجر کرد||دید کز راه می‌رسد سنجر%برده از سرکشی به کیوان سر||بانگ برداشت کای پریشان کار%کوش خود سوی سینه‌ریشان دار!||گوش سنجر چو آن نفیر شنید%بارگی سوی گنده‌پیر کشید||گفت کای پیرزن! چه افتادت%که ز گردون گذشت فریادت؟||گفت: «من رنجکش یکی زال‌ام%کمتر از صد به اندکی سال‌ام||خفته در خانه‌ام سه چار یتیم%دلشان بهر نیم نان به دو نیم||غیر نان جوین نخورده طعام%کرده شیرین دهان ز میوه به نام||با من امسال گفت و گو کردند%وز من انگور آرزو کردند||سوی ده جستم از وطن دوریی%تن نهادم به رنج مزدوری||دستم اینک چو پنجهٔ مزدور%ز آبله پر، چو خوشهٔ انگور||چون ز ده دستمزد خود ستدم%پر شد از آرزویشان سبدم||با دل خرم و لب خندان%رو نهادم به سوی فرزندان||یک دو بیدادگر ز لشکر تو%در ره عدل و ظلم یاور تو||بر من خسته غارت آوردند%سبدم ز آرزو تهی کردند||این چه شاهی و مملکتداری‌ست؟%در دل خلق، تخم غم کاری‌ست؟||دست از عدل و داد داشته‌ای%ظالمان بر جهان گماشته‌ای||گرچه امروز نیست حد کسی%که برآرد ز ظلم تو نفسی،||چون هویدا شود سرای نهفت%چه جواب خدای خواهی گفت؟||دی نبودت به تارک سر، تاج%وز تو فردا اجل کند تاراج||به یک امروزت این سرور، که چه؟%در سر این نخوت و غرور، که چه؟||قبهٔ چتر تو گشت بلند%سایهٔ ظلم بر جهان افگند||تو نهاده به تخت، پشت فراغ%میوهٔ عیش می‌خوری زین باغ||بیوگان در فغان ز میوه‌بری%تو گشاده دهان به میوه‌خوری||چشم بگشا! چون عاقبت‌بینان%بنگر حال زار مسکینان!»||شاه سنجر چون حال او دانست%صبر بر حال خویش نتوانست||دست بر رو نهاد و زار گریست!!!%گفت با خود که این چه کارگری‌ست؟||تف برین خسروی و شاهی ما!!%تف برین زشتی و تباهی ما!!||شرم ما باد از این جهانداری!!%شرم ما باد از این جهانخواری!!||ما قوی شاد و دیگران ناشاد!!%ما خوش آباد و ملک، ناآباد!!
urn:cts:perslit:jami.7ourang:7-1.22	jami		7ourang	"
بخش ۲۲ - رسیدن پیامبر (ص) به گروهی و سخن گفتن با ایشان"		در رهی می‌گذشت پیغمبر%با گروهی ز دوستان، همبر||دید قومی گرفته تیشه به دست%گرد سنگی بزرگ، کرده نشست||گفت کاین دست و پا خراشیدن%چیست؟ و این سنگ را تراشیدن؟||قوم گفتند: «ما جوانانیم%زورمندان و پهلوانانیم||چون به زورآوری کنیم آهنگ%هست میزان زور ما این سنگ»||گفت: «گویم که پهلوانی چیست؟%مرد دعوی پهلوانی کیست؟||پهلوان آن بود که گاه نبرد%خشم را زیر پا تواند کرد!||خشم اگر کوه سهمگین باشد%پیش او پشت بر زمین باشد»
urn:cts:perslit:jami.7ourang:7-1.23	jami		7ourang	"
بخش ۲۳ - گفتار در فضیلت جود و کرم"		پیش سوداییان تخت جلال%نیست جز تاج جود، راس‌المال||گر نه سرمایه تاج جود کنند%کی ز سودای خویش سود کنند؟||معنی جود جیست؟ بخشیدن!%عادت برق چیست؟ رخشیدن!||برق رخشان، کند جهان روشن%جود و احسان، جهان جان روشن!||پرتو برق هست تا یک دم%پرتو جود، تا بود عالم!||گرچه یک مرد در زمانه نماند،%وز جوانمرد جز فسانه نماند،||تا بود دور گنبد گردان،%ما و افسانهٔ جوانمردان!||رفت حاتم ازین نشیمن خاک%ماند نامش کتابهٔ افلاک||هر چه داری ببخش و، نام برآر%به نکویی و نام نیک گذار!||زآنکه زیر زمردین طارم%نام نیکو بود حیات دوم||هر چه دادی، نصیب آن باشد%وآنچه نی، حظ دیگران باشد||بهرهٔ خود به دیگران چه دهی؟%مال خود بهر دیگران چه نهی؟
urn:cts:perslit:jami.7ourang:7-1.24	jami		7ourang	"
بخش ۲۴ - حکایت حاتم و بند از پای اسیری گشادن و بر پای خود نهادن"		حاتم آن بحر جود و کان عطا%روزی از قوم خویش ماند جدا||اوفتادش گذر به قافله‌ای%دید اسیریی به پای سلسله‌ای||پیشش آمد اسیر، بهر گشاد%خواست زو فدیه تا شود آزاد||حاتم آنجا نداشت هیچ به دست%بر وی از بر آن رسید شکست||حالی از لطف پای پیش نهاد%بند او را به پای خویش نهاد||ساخت ز آن بند سخت، آزادش%اذن رفتن بجای خود دادش||قوم حاتم ز پی رسیدندش%چون اسیران به بند دیدندش||فدیهٔ او ز مال او دادند%پای او هم ز بند بگشادند
urn:cts:perslit:jami.7ourang:7-1.25	jami		7ourang	"
بخش ۲۵ - معالجه کردن بوعلی سینا آن صاحب مالیخولیا را"		بود در عهد بوعلی سینا%آن به کنه اصول طب بینا||ز آل بویه یکی ستوده خصال%شد ز ماخولیا پریشانحال||بانگ می‌زد که:«کم بود در ده%هیچ گاوی بسان من فربه||آشپز گر پزد هریسه ز من%گرددش گنج سیم، کیسه ز من||زود باشید حلق من ببرید!%به دکان هریسه‌پز سپرید!»||صبح تا شام حال او این بود%با حریفان مقال او این بود||نگذشتی ز روز و شب دانگی%که چو گاوان نبودی‌اش بانگی||که: «بزودی به کارد یا خنجر%بکشیدم که می‌شوم لاغر!»||تا به جایی رسید کو نه غذا%خوردیی از دست هیچ کس، نه دوا||اهل طب راه عجز بسپردند%استعانت به بوعلی بردند||گفت: «سویش قدم نهید از راه%مژده‌گویان! که بامداد پگاه||می‌رسد بهر کشتن‌ات به شتاب%دشنه در دست، خواجهٔ قصاب»||رفت ازین مژده زو گرانیها%کرد اظهار شادمانیها||بامدادان که بوعلی برخاست%شد سوی منزلش که: «گاو کجاست؟»||آمد و خفت در میان سرای%که، «منم گاو، هان و هان، پیش آی!»||بوعلی دست و پاش سخت ببست%کارد بر کارد تیز کرد و نشست||برد قصاب‌وار کف، سوی‌اش%دید هنجار پشت و پهلویش||گفت کاین گاو لاغر است هنوز%مصلحت نیست کشتن‌اش امروز||چند روزی‌ش بر علف بندید!%یک زمان‌اش گرسنه مپسندید!||تا چو فربه شود، برانم تیغ%نبود افسوس ذبح او و، دریغ||دست و پایش ز بند بگشادند%خوردنیهاش پیش بنهادند||هر چه دادندش از غذا و دوا%همه را خورد بی‌خلاف و ابا||تا چو گاوان از آن شود فربه%شد خود او از خیال گاوی، به!
urn:cts:perslit:jami.7ourang:7-1.26	jami		7ourang	"
بخش ۲۶ - خاتمهٔ کتاب"		جامی! از شعر و شاعری بازآی!%با خموشی ز شعر دمساز آی!||شعر، شعر خیال بافتن است%بهر آن شعر، مو شکافتن است||به عبث، شغل مو شکافی چند؟%شعرگویی و شعربافی چند؟||هست همت چو مغز و کار چو پوست%کار هر کس به قدر همت اوست||نه، چه گفتم؟ چه جای این سخن است؟%رای دانا ورای این سخن است||کار، فرخنده گشته از فرهنگ%کارگر را در او چه تهمت و ننگ؟||همت مرد چون بلند بود%در همه کار ارجمند بود||کار کید ز کارخانهٔ خیر%در دو عالم بود نشانهٔ خیر||مدح دونان به نغز گفتاری%خرده‌دان را بود نگونساری||همه ملک جهان، حقیر بود%زآنکه آخر فناپذیر بود||با دهانی ز قیل و قال خموش%می‌کنم از زبان حال، خروش||آن خروشی که گوش جان شنود%بلکه اهل خرد به آن گرود||بر همین نکته ختم شد مقصود%لله‌الحمد والعلی والجود
urn:cts:perslit:jami.7ourang:7-1.2	jami		7ourang	"
بخش ۲ - در نعمت سیدالمرسلین و خاتم‌النبیین (ص)"		جامی از گفت و گو ببند زبان!%هیچ سودی ندیده، چند زیان؟||پای کش در گلیم گوشهٔ خویش!%دست بگشا به کسب توشهٔ خویش!||روی دل در بقای سرمد باش!%نقد جان زیر پای احمد پاش!||فیض ام‌الکتاب پروردش%لقب امی خدای از آن کردش||لوح تعلیم ناگرفته به بر%همه ز اسرار لوح داده خبر||قلم و لوح بودش اندر مشت%ز آن نفر سودش از قلم انگشت||از گنه شست دفتر همه پاک%ورقی گر سیه نکرد چه باک؟||بر خط اوست انس و جان را سر%گر نخواند خطی، از آن چه خطر؟||جان او موج خیز علم و یقین%سر لاریب فیه اینست، این!||قم فانذر ، حدیث قامت او%فاستقم، شرح استقامت او||جعبهٔ تیر مارمیت، کفش%چشم تنگ سیه دلان، هدفش||وصف خلق کسی که قرآن است%خلق را وصف او چه امکان است؟||لاجرم معترف به عجز و قصور%می‌فرستم تحیتی از دور
urn:cts:perslit:jami.7ourang:7-1.3	jami		7ourang	"
بخش ۳ - گفتار در ترغیب مسترشدان آگاه بر مداومت تکرار لا اله الا الله"		ای کشیده به کلک وهم و خیال%حرف زاید به لوح دل همه سال!||گشته در کارگاه بوقلمون%تختهٔ نقش‌های گوناگون!||چند باشد ز نقش‌های تباه%لوح تو تیره، تختهٔ تو سیاه؟||حرف‌خوان صحیفهٔ خود باش!%هر چه زائد، بشوی یا بتراش!||دلت آیینهٔ خدای‌نماست%روی آیینهٔ تو تیره چراست؟||صیقلی‌وار صیقلی می‌زن!%باشد آیینه‌ات شود روشن||هر چه فانی، از او زدوده شود%وآنچه باقی، در او نموده شود||صیقل آن اگر نه‌ای آگاه%نیست جز لا اله الا الله||لا نهنگی‌ست کاینات آشام%عرش تا فرش درکشیده به کام||هر کجا کرده آن نهنگ آهنگ%از من و ما، نه بوی مانده، نه رنگ||هست پرگار کارگاه قدم%گرد اعیان کشیده خط عدم||نقطه‌ای زین دوایر پرکار%نیست بیرون ز دور این پرگار||چه مرکب، درین فضا، چه بسیط%هست حکم فنا به جمله محیط||گر برون آیی از حجاب تویی%مرتفع گردد از میانه، دویی||در زمین و زمان و کون و مکان%همه او بینی آشکار و نهان||هست از آن برتر، آفتاب ازل%که در او افتد از حجاب، خلل||تو حجابی، ولی حجاب خودی%پردهٔ نور آفتاب خودی||گر زمانی ز خود خلاص شوی،%مهبط فیض نور خاص شوی||جذب آن فیض، یابد استیلا%هم ز لا وارهی هم از الا||نفی و اثبات، بار بربندند%خاطرت زیر بار نپسندند||گام بیرون نهی ز دام غرور%بهره‌ور گردی از دوام حضور||هم به وقت شنیدن و گفتن%هم به هنگام خوردن و خفتن||از همه غایب و به حق حاضر%چشم جانت بود به حق ناظر||سکر و هشیاری‌ات یکی گردد%خواب و بیداری‌ات یکی گردد||دیدهٔ ظاهر تو بر دگران%دیدهٔ باطنت به حق نگران
urn:cts:perslit:jami.7ourang:7-1.4	jami		7ourang	"
بخش ۴ - در مراقبت حال"		سر مقصود را مراقبه کن!%نقد اوقات را محاسبه کن!||باش در هر نظر ز اهل شعور!%که به غفلت گذشته یا به حضور!||هر چه جز حق ز لوح دل بتراش!%بگذر از خلق و، جمله حق را باش!||رخت همت به خطهٔ جان کش%بر رخ غیر، خط نسیان کش!||در همه شغل باش واقف دل!%تا نگردی ز شغل دل غافل!||دل تو بیضه‌ای‌ست ناسوتی%حامل شاهباز لاهوتی||گر ازو تربیت نگیری باز%آید آن شاهباز در پرواز||ور تو در تربیت کنی تقصیر%گردد از این و آن فسادپذیر||تربیت چیست؟ آنکه بی گه و گاه%داری‌اش از نظر به غیر نگاه||بگسلی خویش از هوا و هوس%روی او در خدای داری و بس!
